npart: 8 3 
ipart: 7 1 
ngrid: 48 48 
2.649011e+00 4.689519e-01 
2.656479e+00 4.689486e-01 
2.663947e+00 4.689454e-01 
2.671415e+00 4.689422e-01 
2.678883e+00 4.689389e-01 
2.686351e+00 4.689357e-01 
2.693819e+00 4.689325e-01 
2.701287e+00 4.689292e-01 
2.708754e+00 4.689260e-01 
2.716222e+00 4.689227e-01 
2.723690e+00 4.689194e-01 
2.731158e+00 4.689162e-01 
2.738626e+00 4.689129e-01 
2.746094e+00 4.689096e-01 
2.753562e+00 4.689063e-01 
2.761030e+00 4.689030e-01 
2.768498e+00 4.688997e-01 
2.775966e+00 4.688964e-01 
2.783434e+00 4.688931e-01 
2.790902e+00 4.688897e-01 
2.798369e+00 4.688864e-01 
2.805837e+00 4.688831e-01 
2.813305e+00 4.688797e-01 
2.820773e+00 4.688763e-01 
2.828241e+00 4.688729e-01 
2.835709e+00 4.688696e-01 
2.843177e+00 4.688662e-01 
2.850645e+00 4.688627e-01 
2.858113e+00 4.688593e-01 
2.865581e+00 4.688559e-01 
2.873049e+00 4.688524e-01 
2.880517e+00 4.688490e-01 
2.887985e+00 4.688455e-01 
2.895453e+00 4.688420e-01 
2.902921e+00 4.688385e-01 
2.910389e+00 4.688350e-01 
2.917856e+00 4.688315e-01 
2.925324e+00 4.688280e-01 
2.932792e+00 4.688245e-01 
2.940260e+00 4.688210e-01 
2.947727e+00 4.688176e-01 
2.955195e+00 4.688142e-01 
2.962663e+00 4.688110e-01 
2.970130e+00 4.688080e-01 
2.977598e+00 4.688053e-01 
2.985065e+00 4.688030e-01 
2.992533e+00 4.688016e-01 
3.000000e+00 4.688015e-01 
2.649009e+00 4.747191e-01 
2.656477e+00 4.747160e-01 
2.663945e+00 4.747129e-01 
2.671413e+00 4.747098e-01 
2.678881e+00 4.747067e-01 
2.686349e+00 4.747037e-01 
2.693817e+00 4.747006e-01 
2.701285e+00 4.746974e-01 
2.708753e+00 4.746943e-01 
2.716221e+00 4.746912e-01 
2.723689e+00 4.746881e-01 
2.731157e+00 4.746850e-01 
2.738625e+00 4.746818e-01 
2.746093e+00 4.746787e-01 
2.753561e+00 4.746756e-01 
2.761028e+00 4.746724e-01 
2.768496e+00 4.746692e-01 
2.775964e+00 4.746661e-01 
2.783432e+00 4.746629e-01 
2.790900e+00 4.746597e-01 
2.798368e+00 4.746565e-01 
2.805836e+00 4.746533e-01 
2.813304e+00 4.746501e-01 
2.820772e+00 4.746469e-01 
2.828240e+00 4.746437e-01 
2.835708e+00 4.746404e-01 
2.843176e+00 4.746372e-01 
2.850644e+00 4.746339e-01 
2.858112e+00 4.746306e-01 
2.865580e+00 4.746274e-01 
